	abv	attenuation_level	boil_volume	brewers_tips	contributed_by	description	ebc	first_brewed	food_pairing	ibu	id	image_url	ingredients	method	name	ph	srm	tagline	target_fg	target_og	volume
38	5.2	78.0	{'value': 25, 'unit': 'litres'}	Rye can cause run off problems. Try to reach a temperature of 78 degrees Celsius if possible, and sparge at the same temperature.	John Jenkman <johnjenkman>	Our Q4 Seasonal is a red rye IPA. This twist on an American IPA involves a more complex malt base, with the careful addition of rye - a grain known for its trickiness when brewing with anything above a tiny percentage.	50.0	2017	['Barbeque and Mustard Beef on Rye Bread', 'Gooseberry and Plum Compote', 'Mature Wensleydale']	50.0	279		{'malt': [{'name': 'Pale Ale', 'amount': {'value': 3.42, 'unit': 'kilograms'}}, {'name': 'Rye', 'amount': {'value': 0.48, 'unit': 'kilograms'}}, {'name': 'Medium Crystal', 'amount': {'value': 0.18, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 3', 'amount': {'value': 0.12, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '70', 'attribute': 'Bittering'}, {'name': 'Amarillo', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '10', 'attribute': 'Flavour'}, {'name': 'Mandarina Bavaria', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Amarillo', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Hallertauer Blanc', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Mandarina Bavaria', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Amarillo', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Hallertauer Blanc', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 30}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}	Slot Machine	4.3	25.0	Red Rye IPA.	1011.0	1051.0	{'value': 20, 'unit': 'litres'}
39	7.5	94.0	{'value': 25, 'unit': 'litres'}	So your homebrew shop of choice may not stock all the ingredients here! You can buy cloudberry jam and add that instead. The pectin in the jam is not ideal and will form a haze but that can be forgiven in a saison.	John Jenkman <johnjenkman>	In protest against the potential withdrawal of the USA from the Paris agreement, we brewed a saison (which ferments at high temperatures) with melted ice caps (glacier water) and cloudberries (an Arctic berry).	9.0	2017	['Oysters With a Chilli And Dill Sauce', 'Raspberry Souffle']	35.0	280		{'malt': [{'name': 'Pilsner', 'amount': {'value': 3.7199999999999998, 'unit': 'kilograms'}}, {'name': 'Dextrose', 'amount': {'value': 0.84, 'unit': 'kilograms'}}, {'name': 'White Wheat', 'amount': {'value': 0.48, 'unit': 'kilograms'}}, {'name': 'Torrified Wheat', 'amount': {'value': 0.24, 'unit': 'kilograms'}}], 'hops': [{'name': 'Amarillo', 'amount': {'value': 6, 'unit': 'grams'}, 'add': '70', 'attribute': 'Bitter'}, {'name': 'Amarillo', 'amount': {'value': 4, 'unit': 'grams'}, 'add': '15', 'attribute': 'Flavour'}, {'name': 'Mandarina Bavaria', 'amount': {'value': 6, 'unit': 'grams'}, 'add': '15', 'attribute': 'Flavour'}, {'name': 'Amarillo', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Mandarina Bavaria', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Cloudberries', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}], 'yeast': 'Wyeast 3711 - French Saisonâ„¢'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 60}], 'fermentation': {'temp': {'value': 23, 'unit': 'celsius'}}, 'twist': '10kg of glacier water added to the mash.'}	Make Earth Great Again	4.6	5.0	Cloudberry Saison.	1004.0	1065.0	{'value': 20, 'unit': 'litres'}
40	11.5	81.0	{'value': 25, 'unit': 'litres'}	Be careful with brown malt. If you put too much in, it can very easily turn a fantastic tasting beer into a beer that tastes like someone has poured a pint into an ash tray, swirled it around and put it back into your pint.	John Jenkman <johnjenkman>	Indulgent, complex, and endlessly rewarding; packed with flavours of toffee, coconut, red berry, burnt sugar, marzipan, orange, cherry - American oak adds structure and depth to this chewy and warming barley wine brewed with rye and aged in rye whiskey cask.	45.0	2017	['Stilton and Walnut Welsh Rarebit.', 'Cherry Chocolate Cake With Chocolate Whipped Mousse', 'Simnel Cake']	132.0	281		{'malt': [{'name': 'Pale Ale', 'amount': {'value': 8.16, 'unit': 'kilograms'}}, {'name': 'Rye', 'amount': {'value': 1.44, 'unit': 'kilograms'}}, {'name': 'Brown', 'amount': {'value': 0.12, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 40, 'unit': 'grams'}, 'add': '70', 'attribute': 'Bittering'}, {'name': 'Galena', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '15', 'attribute': 'Flavour'}, {'name': 'American Oak Chips Heavy Toast Soaked in Bourbon', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'Wood Ageing', 'attribute': 'Flavour'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 60}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}	Homicidal Puppet Help Desk	4.1	23.0	Barrel-Aged Rye Barley Wine.	1020.0	1105.0	{'value': 20, 'unit': 'litres'}
41	5.2	85.0	{'value': 25, 'unit': 'litres'}	Be careful with your salt additions. A very light saltiness aids the refreshing character. It should not overpower or drive you to seek another different beer to refresh your palate.	John Jenkman <johnjenkman>	After the success of the first version of Sidewalk Shark (a BrewDog bar exclusive), we decided to brew a second version, this time infused with tropical flavours of pineapple, coconut and lime.	15.0	2017	['White Chocolate and Pistachio Cheesecake', 'Baked Tilapia With Lemon and Cream Sauce', 'Vegan Mac and â€˜Cheeseâ€™']	10.0	282	https://images.punkapi.com/v2/keg.png	{'malt': [{'name': 'Pilsner', 'amount': {'value': 3.627, 'unit': 'kilograms'}}, {'name': 'Torrified Wheat', 'amount': {'value': 0.5670000000000001, 'unit': 'kilograms'}}, {'name': 'Acidulated Malt', 'amount': {'value': 0.28700000000000003, 'unit': 'kilograms'}}, {'name': 'Rye', 'amount': {'value': 0.136, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.28700000000000003, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '60', 'attribute': 'Bittering'}, {'name': 'Mosaic', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Amarillo', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Lemon Peel', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Coriander Seed', 'amount': {'value': 0.5, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Coconut Extract', 'amount': {'value': 6, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Flavour'}, {'name': 'Pineapple Juice', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Flavour'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}	{'mash_temp': [{'temp': {'value': 60, 'unit': 'celsius'}, 'duration': 60}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': None}	Pina Colada Sidewalk	3.8	7.0	Pineapple & Coconut Gose.	1008.0	1055.0	{'value': 20, 'unit': 'litres'}
42	11.5	83.0	{'value': 25, 'unit': 'litres'}	Do not substitute the muscovado sugar with white sugar. It lacks the molasses (black treacle) component that comes from only being partially refined.	John Jenkman <johnjenkman>	Our latest concept beer, AB:24 is a huge Baltic Porter, brewed with coffee and muscovado sugar.	220.0	2017	['Sâ€™mores with smoked marshmallows', 'Braised rabbit stew', 'Espresso brownies with burnt sugar ice cream']	50.0	283		{'malt': [{'name': 'Pale Ale', 'amount': {'value': 6.48, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 1.44, 'unit': 'kilograms'}}, {'name': 'Double Roasted Crystal', 'amount': {'value': 0.72, 'unit': 'kilograms'}}, {'name': 'Chocolate Wheat', 'amount': {'value': 0.72, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.72, 'unit': 'kilograms'}}, {'name': 'Medium Crystal', 'amount': {'value': 0.48, 'unit': 'kilograms'}}, {'name': 'Oat Husks', 'amount': {'value': 0.048, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 40, 'unit': 'grams'}, 'add': '70', 'attribute': 'Bitering'}, {'name': 'Galena', 'amount': {'value': 12, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Centennial', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Muscovado Sugar', 'amount': {'value': 900, 'unit': 'grams'}, 'add': 'Kettle', 'attribute': 'Flavour'}, {'name': 'Ground Coffee', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Cold Brew Coffee', 'amount': {'value': 160, 'unit': 'ml'}, 'add': 'FV Addition', 'attribute': 'Flavour'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}	{'mash_temp': [{'temp': {'value': 66, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': None}	AB:24	4.4	112.0	Coffee & Brown Sugar Baltic Porter.	1019.0	1110.0	{'value': 20, 'unit': 'litres'}
43	8.2	87.0	{'value': 25, 'unit': 'litres'}	Morello Cherries are the go to cherry variety for this beer (and Krieks), the sour compliments the residual sweetness of the malt. Works well if you reduce your IBU to the 20 to 30 range too.	John Jenkman <johnjenkman>	Brewed exclusively for the German market, this Hello My Name brew features a twist of flavour inspired by Germany.	15.0	2017	['Roast pork chops', 'Beef in port stew', 'Cherry frangipane tart']	70.0	284		{'malt': [{'name': 'Pale Ale', 'amount': {'value': 5.52, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.12, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 24, 'unit': 'grams'}, 'add': '90', 'attribute': 'Bittering'}, {'name': 'Chinook', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '30', 'attribute': 'Flavour'}, {'name': 'Simcoe', 'amount': {'value': 30, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Citra', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Chinook', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Centennial', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}	{'mash_temp': [{'temp': {'value': 66, 'unit': 'celsius'}, 'duration': 65}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}	Hello My Name Is Helga	4.4	8.0	Cherry Double IPA.	1009.0	1070.0	{'value': 20, 'unit': 'litres'}
44	8.2	87.0	{'value': 25, 'unit': 'litres'}	Instead of adding the blueberry juice in the kettle. Add fresh blueberries to your secondary fermenter, pitch The Yeast Bay's Melange Sour Blend and wait for 1 year.	John Jenkman <johnjenkman>	Brewed exclusively for the Finnish market, this Hello My Name brew features a twist of flavour inspired by Finland.	15.0	2017	['Steamed cod with ginger and spring onions', 'Blueberry muffins', 'Apple and blueberry pie']	70.0	285		{'malt': [{'name': 'Pale Ale', 'amount': {'value': 5.52, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.12, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 24, 'unit': 'grams'}, 'add': '90', 'attribute': 'Bittering'}, {'name': 'Chinook', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '30', 'attribute': 'Flavour'}, {'name': 'Simcoe', 'amount': {'value': 30, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Blueberry Juice', 'amount': {'value': 800, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Citra', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Chinook', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Centennial', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}	{'mash_temp': [{'temp': {'value': 66, 'unit': 'celsius'}, 'duration': 65}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}	Hello My Name Is Sari	4.4	8.0	Bilberry Double IPA.	1009.0	1070.0	{'value': 20, 'unit': 'litres'}
45	8.2	87.0	{'value': 25, 'unit': 'litres'}	Strawberry is a very delicate flavour, so donâ€™t shy away with putting a lot more in when you dry hop.	John Jenkman <johnjenkman>	Brewed exclusively for the Norwegian market, this Hello My Name brew features a twist of flavour inspired by Norway.	15.0	2017	['Spinach and feta salad', 'Balsamic-glazed salmon', 'Basil granita']	70.0	286		{'malt': [{'name': 'Pale Ale', 'amount': {'value': 5.52, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.12, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 24, 'unit': 'grams'}, 'add': '90', 'attribute': 'Bittering'}, {'name': 'Chinook', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '30', 'attribute': 'Flavour'}, {'name': 'Simcoe', 'amount': {'value': 30, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Fresh Strawberries', 'amount': {'value': 2000, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Citra', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Chinook', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Centennial', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}	{'mash_temp': [{'temp': {'value': 66, 'unit': 'celsius'}, 'duration': 65}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}	Hello My Name Is Aune	4.4	8.0	Stawberry Double IPA.	1009.0	1070.0	{'value': 20, 'unit': 'litres'}
46	8.2	87.0	{'value': 25, 'unit': 'litres'}	Save yourself a lot of hassle and buy the blackcurrant as a concentrate or cordial. Ribena time!	John Jenkman <johnjenkman>	Brewed exclusively for the French market, this Hello My Name brew features a twist of flavour inspired by France.	15.0	2017	['Smoked venison stew', 'Sloe gin mixer', 'Black forest gateau']	70.0	287		{'malt': [{'name': 'Pale Ale', 'amount': {'value': 5.52, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.12, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 24, 'unit': 'grams'}, 'add': '90', 'attribute': 'Bittering'}, {'name': 'Chinook', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '30', 'attribute': 'Flavour'}, {'name': 'Simcoe', 'amount': {'value': 30, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Blackcurrant Concentrate', 'amount': {'value': 1500, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Citra', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Chinook', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Centennial', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}	{'mash_temp': [{'temp': {'value': 66, 'unit': 'celsius'}, 'duration': 65}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}	Hello My Name Is Marianne	4.4	8.0	Cassis Infused Double IPA.	1009.0	1070.0	{'value': 20, 'unit': 'litres'}
47	8.2	87.0	{'value': 25, 'unit': 'litres'}	Add the lingonberry juice either to the end of the boil or to the fermenter, depending on whether the juice has been pasteurised.	John Jenkman <johnjenkman>	Brewed exclusively for the Swedish market, this Hello My Name brew features a twist of flavour inspired by Sweden.	15.0	2017	['Pork meatballs', 'Game pie', 'Grilled goatâ€™s cheese']	70.0	288		{'malt': [{'name': 'Pale Ale', 'amount': {'value': 5.52, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.12, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 24, 'unit': 'grams'}, 'add': '90', 'attribute': 'Bittering'}, {'name': 'Chinook', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '30', 'attribute': 'Flavour'}, {'name': 'Simcoe', 'amount': {'value': 30, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Lingonberry Juice', 'amount': {'value': 500, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Citra', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Chinook', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Centennial', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}	{'mash_temp': [{'temp': {'value': 66, 'unit': 'celsius'}, 'duration': 65}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}	Hello My Name Is Agnetha	4.4	8.0	Lingonberry Double IPA.	1009.0	1070.0	{'value': 20, 'unit': 'litres'}
48	8.2	87.0	{'value': 25, 'unit': 'litres'}	The Seville Orange is a bitter orange, so adjust your bittering hop addition down to account for the fact that there will be a contribution from them.	John Jenkman <johnjenkman>	Brewed exclusively for the Dutch market, this Hello My Name brew features a twist of flavour inspired by the Netherlands.	15.0	2017	['Peking duck', 'Pork and coriander stew', 'Almond pound cake']	70.0	289		{'malt': [{'name': 'Pale Ale', 'amount': {'value': 5.52, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.12, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 24, 'unit': 'grams'}, 'add': '90', 'attribute': 'Bittering'}, {'name': 'Chinook', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '30', 'attribute': 'Flavour'}, {'name': 'Simcoe', 'amount': {'value': 30, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Seville Orange Juice', 'amount': {'value': 200, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Citra', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Chinook', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Centennial', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}	{'mash_temp': [{'temp': {'value': 66, 'unit': 'celsius'}, 'duration': 65}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}	Hello My Name Is Lieke	4.4	8.0	Orange Infused Double IPA.	1009.0	1070.0	{'value': 20, 'unit': 'litres'}
49	8.2	87.0	{'value': 25, 'unit': 'litres'}	Save yourself a lot of hassle and buy the Elderflower as a concentrate or cordial. Collecting elderberries ranks low on the FPES (fruit picking enjoyment scale), can't imagine the flower picking is much better.	John Jenkman <johnjenkman>	Brewed exclusively for the Irish market, this Hello My Name brew features a twist of flavour inspired by Ireland.	15.0	2017	['Grilled sea bass fillet', 'Sushi maki', 'Summer fruit pudding']	70.0	290		{'malt': [{'name': 'Pale Ale', 'amount': {'value': 5.52, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.12, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 24, 'unit': 'grams'}, 'add': '90', 'attribute': 'Bittering'}, {'name': 'Chinook', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '30', 'attribute': 'Flavour'}, {'name': 'Simcoe', 'amount': {'value': 30, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Elderflower Concentrate', 'amount': {'value': 500, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Citra', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Chinook', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Centennial', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}	{'mash_temp': [{'temp': {'value': 66, 'unit': 'celsius'}, 'duration': 65}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}	Hello My Name Is Niamh	4.4	8.0	Elderflower Infused Double IPA.	1009.0	1070.0	{'value': 20, 'unit': 'litres'}
50	8.2	87.0	{'value': 25, 'unit': 'litres'}	Keep an eye on your pH as you are adding your lemon juice. Yeast can tolerate low pH conditions but the length of fermentation may take longer than normal.	John Jenkman <johnjenkman>	Brewed exclusively for the Italian market, this Hello My Name brew features a twist of flavours inspired by Italy.	15.0	2017	['Deep-fried calamari', 'Paneer skewers with cardamom', 'Plum cobbler']	70.0	291		{'malt': [{'name': 'Pale Ale', 'amount': {'value': 5.52, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.12, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 24, 'unit': 'grams'}, 'add': '90', 'attribute': 'Bittering'}, {'name': 'Chinook', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '30', 'attribute': 'Flavour'}, {'name': 'Simcoe', 'amount': {'value': 30, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Lemon Juice', 'amount': {'value': 200, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Citra', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Chinook', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Centennial', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}	{'mash_temp': [{'temp': {'value': 66, 'unit': 'celsius'}, 'duration': 65}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}	Hello My Name Is Sofia	4.4	8.0	Lemon Infused Double IPA.	1009.0	1070.0	{'value': 20, 'unit': 'litres'}
51	8.2	87.0	{'value': 25, 'unit': 'litres'}	Using the mandarin in the mash means you can also throw in the peel to extract the essential oils from it. The pith can be quite bitter if it makes it into the boil.	John Jenkman <johnjenkman>	Brewed exclusively for the Spanish market, this Hello My Name brew features a twist of flavour inspired by Spain.	15.0	2017	['Stir-fried chicken', 'Chocolate mousse', 'Orange polenta cake']	70.0	292		{'malt': [{'name': 'Pale Ale', 'amount': {'value': 5.52, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.12, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 24, 'unit': 'grams'}, 'add': '90', 'attribute': 'Bittering'}, {'name': 'Chinook', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '30', 'attribute': 'Flavour'}, {'name': 'Simcoe', 'amount': {'value': 30, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Citra', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Chinook', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Centennial', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Mandarin Segements', 'amount': {'value': 1000, 'unit': 'grams'}, 'add': 'Mash', 'attribute': 'Flavour'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}	{'mash_temp': [{'temp': {'value': 66, 'unit': 'celsius'}, 'duration': 65}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}	Hello My Name Is Maria	4.4	8.0	Mandarin Infused Double IPA.	1009.0	1070.0	{'value': 20, 'unit': 'litres'}
